Image,Inference Time,Scores,Entities
116.jpg,0.0700986385345459,"[0.730765   0.536887   0.060349   0.05644289 0.05395193 0.05352753
 0.05350088 0.05233727 0.05108666 0.04810929 0.04778725 0.04429446
 0.04266488 0.03971703 0.03963875 0.03942227 0.03907369 0.03781086
 0.03776112 0.03642193 0.036082   0.03557441 0.03526979 0.03510126
 0.03499702 0.03497612 0.03480085 0.03445236 0.03427256 0.03422896
 0.03408826 0.03368033 0.03366204 0.03364281 0.0330598  0.03242982
 0.03211377 0.03172418 0.03165783 0.03155984 0.03154451 0.03112681
 0.03102578 0.03097851 0.03087764 0.03071547 0.03056908 0.03052839
 0.03038039 0.02987428 0.02986473 0.02961774 0.02943163 0.02939091
 0.02927419 0.02908327 0.02897708 0.02893721 0.02867431 0.02850324
 0.02830136 0.02819674 0.02809878 0.02800611 0.02780693 0.02758493
 0.02754434 0.02750661 0.02731598 0.02717822 0.02712149 0.02707784
 0.02704314 0.0269592  0.02692023 0.02685103 0.02682432 0.02682302
 0.02673765 0.02671951 0.02660464 0.0263277  0.02621049 0.02604558
 0.02583028 0.02573643 0.02558805 0.02554825 0.02552722 0.02550594
 0.02549964 0.02547651 0.02541398 0.02536363 0.02534641 0.02514318
 0.02497826 0.0249202  0.02484519 0.02483495]","[b'Cat' b'Dog' b'Flower' b'Flower' b'Human arm' b'Flower' b'Flower'
 b'Flower' b'Carnivore' b'Flower' b'Clothing' b'Fashion accessory' b'Fox'
 b'Cat' b'Clothing' b'Fashion accessory' b'Flower' b'Flower' b'Clothing'
 b'Flower' b'Flower' b'Clothing' b'Flower' b'Clothing' b'Clothing'
 b'Flower' b'Clothing' b'Clothing' b'Fashion accessory' b'Clothing'
 b'Clothing' b'Clothing' b'Clothing' b'Flower' b'Clothing' b'Clothing'
 b'Clothing' b'Flower' b'Clothing' b'Cat' b'Human arm' b'Flower'
 b'Clothing' b'Clothing' b'Flower' b'Flower' b'Flower' b'Clothing'
 b'Clothing' b'Flower' b'Fashion accessory' b'Fashion accessory'
 b'Fashion accessory' b'Clothing' b'Human arm' b'Flower' b'Clothing'
 b'Fashion accessory' b'Clothing' b'Clothing' b'Flower' b'Clothing'
 b'Footwear' b'Clothing' b'Clothing' b'Clothing' b'Flower' b'Cat'
 b'Flower' b'Clothing' b'Flower' b'Clothing' b'Clothing' b'Clothing'
 b'Clothing' b'Flower' b'Flower' b'Fashion accessory' b'Human nose'
 b'Fashion accessory' b'Clothing' b'Human arm' b'Clothing' b'Clothing'
 b'Cat' b'Clothing' b'Human arm' b'Cat' b'Clothing' b'Flower' b'Clothing'
 b'Flower' b'Clothing' b'Clothing' b'Clothing' b'Flower' b'Flower'
 b'Human arm' b'Flower' b'Human arm']"
117.jpg,0.07114505767822266,"[0.96841085 0.13269766 0.07187458 0.06586225 0.06354383 0.06258661
 0.06035735 0.05750995 0.05724326 0.0539815  0.05369435 0.05259505
 0.05252934 0.05213939 0.05079491 0.04760944 0.04702169 0.04637722
 0.04606239 0.04542914 0.04512126 0.04465212 0.04463123 0.04451372
 0.04422339 0.04298687 0.04266879 0.04263978 0.0424835  0.04236189
 0.04230819 0.04174025 0.04136115 0.04127942 0.04121357 0.04110712
 0.04018029 0.0400809  0.03961823 0.03945483 0.03928624 0.03885841
 0.03866674 0.03803609 0.03779306 0.03694813 0.03691012 0.03677696
 0.03673094 0.03666575 0.0366257  0.03632819 0.03606573 0.03603794
 0.03575548 0.03551912 0.03544866 0.0353568  0.03528662 0.03516037
 0.03510411 0.03494347 0.03493362 0.03481816 0.03471825 0.034712
 0.03451093 0.03450618 0.0337986  0.03355229 0.03349607 0.03319696
 0.03284953 0.03271237 0.03251553 0.0324451  0.03213431 0.03198212
 0.03196244 0.03194956 0.03188843 0.03169539 0.03150169 0.03125481
 0.03103388 0.03102767 0.03061522 0.03039316 0.03022646 0.03011736
 0.03005269 0.02982813 0.02970047 0.02943613 0.02937021 0.02936113
 0.02934368 0.02918747 0.02909371 0.0290251 ]","[b'Cat' b'Cat' b'Plant' b'Plant' b'Human nose' b'Cat' b'Human eye' b'Cat'
 b'Cat' b'Cat' b'Human eye' b'Cat' b'Cat' b'Human mouth' b'Footwear'
 b'Human eye' b'Plant' b'Plant' b'Plant' b'Cat' b'Clothing' b'Plant'
 b'Human nose' b'Plant' b'Plant' b'Plant' b'Human eye' b'Plant' b'Cat'
 b'Human eye' b'Human eye' b'Footwear' b'Plant' b'Plant' b'Plant' b'Plant'
 b'Plant' b'Footwear' b'Human eye' b'Human eye' b'Plant' b'Plant' b'Plant'
 b'Footwear' b'Human nose' b'Human eye' b'Plant' b'Cat' b'Cat' b'Plant'
 b'Plant' b'Plant' b'Cat' b'Cat' b'Human hair' b'Footwear' b'Plant'
 b'Human mouth' b'Plant' b'Cat' b'Cat' b'Plant' b'Cat' b'Cat' b'Plant'
 b'Cat' b'Tree' b'Cat' b'Cat' b'Footwear' b'Footwear' b'Plant' b'Footwear'
 b'Plant' b'Human hair' b'Cat' b'Plant' b'Plant' b'Human hair'
 b'Human nose' b'Cat' b'Footwear' b'Plant' b'Footwear' b'Cat'
 b'Human nose' b'Cat' b'Human eye' b'Cat' b'Plant' b'Plant' b'Footwear'
 b'Cat' b'Footwear' b'Human nose' b'Plant' b'Footwear' b'Human nose'
 b'Plant' b'Plant']"
118.jpg,0.0735771656036377,"[0.9508807  0.13993825 0.09392799 0.07310176 0.06889515 0.06707057
 0.0665291  0.06184642 0.05840269 0.05817717 0.05789618 0.05471346
 0.05354369 0.05268731 0.05266444 0.05178737 0.0517346  0.05064148
 0.05009547 0.04835698 0.04635895 0.04622937 0.04531801 0.04478581
 0.04410029 0.0438782  0.04385871 0.04379242 0.04361423 0.04334632
 0.0423831  0.04210215 0.0416443  0.04164374 0.04118704 0.04095369
 0.0409084  0.04034014 0.04020679 0.04014045 0.04008654 0.03942099
 0.0390281  0.03887071 0.03843082 0.03832225 0.03793554 0.03762645
 0.03702712 0.03701299 0.03680117 0.03660723 0.03631848 0.03586163
 0.03564926 0.03563318 0.03516068 0.03509687 0.03506459 0.0350425
 0.03502608 0.03494187 0.03486327 0.03485501 0.03474029 0.03446879
 0.03439583 0.0341312  0.0341266  0.03384184 0.03380181 0.033623
 0.03357852 0.03345427 0.03343713 0.03328905 0.03328492 0.0330304
 0.03301039 0.03299851 0.03260615 0.0325173  0.032343   0.03227083
 0.03216432 0.03215982 0.03201352 0.03155266 0.0315198  0.03144045
 0.03076703 0.03073231 0.03069743 0.03022677 0.03010949 0.03006449
 0.02996827 0.02985062 0.02964093 0.02953138]","[b'Cat' b'Cat' b'Cat' b'Cat' b'Window' b'Window' b'Footwear' b'Window'
 b'Cat' b'Cat' b'Window' b'Clothing' b'Window' b'Human eye' b'Window'
 b'Window' b'Cat' b'Cat' b'Window' b'Cat' b'Clothing' b'Human eye'
 b'Clothing' b'Cat' b'Clothing' b'Cat' b'Human arm' b'Window' b'Clothing'
 b'Window' b'Window' b'Window' b'Cat' b'Human arm' b'Window' b'Footwear'
 b'Person' b'Human hair' b'Footwear' b'Human face' b'Human face'
 b'Clothing' b'Clothing' b'Human hair' b'Footwear' b'Cat' b'Human face'
 b'Human eye' b'Clothing' b'Clothing' b'Cat' b'Clothing' b'Cat' b'Window'
 b'Human arm' b'Clothing' b'Cat' b'Human face' b'Clothing' b'Human face'
 b'Cat' b'Cat' b'Cat' b'Clothing' b'Man' b'Cat' b'Cat' b'Footwear'
 b'Clothing' b'Clothing' b'Footwear' b'Human eye' b'Clothing' b'Cat'
 b'Clothing' b'Cat' b'Human face' b'Window' b'Human eye' b'Cat' b'Cat'
 b'Cat' b'Human face' b'Window' b'Cat' b'Cat' b'Window' b'Human arm'
 b'Human arm' b'Skyscraper' b'Cat' b'Clothing' b'Clothing' b'Clothing'
 b'Window' b'Window' b'Human arm' b'Cat' b'Cat' b'Man']"
119.jpg,0.07075214385986328,"[0.94690335 0.10164603 0.09279051 0.08471871 0.08017224 0.07916698
 0.078771   0.078603   0.07802244 0.07681906 0.07464686 0.06898443
 0.06796556 0.06575025 0.06440738 0.06432719 0.06414762 0.06386086
 0.06362867 0.06251042 0.06175647 0.06076105 0.05936759 0.05916057
 0.05896447 0.05771464 0.05293217 0.0520884  0.05206675 0.05192287
 0.05144342 0.05040711 0.0502277  0.04674436 0.0459121  0.04578604
 0.04545106 0.04487717 0.04425712 0.04386237 0.04344384 0.0415625
 0.04146386 0.04123394 0.04082071 0.04045917 0.03981846 0.03869128
 0.03839212 0.03762345 0.03714408 0.03680896 0.03673496 0.03634652
 0.03620305 0.03600534 0.03562145 0.0355975  0.03502165 0.03446361
 0.03411378 0.03373164 0.03340871 0.03193776 0.03142696 0.03118852
 0.03097112 0.03080424 0.03044839 0.03017043 0.03013921 0.02940946
 0.0290688  0.02896855 0.02863804 0.0285903  0.02848432 0.02836149
 0.02789427 0.02768596 0.02747822 0.02745513 0.02735286 0.02730163
 0.02722309 0.02719582 0.0270857  0.02700931 0.02696863 0.02678496
 0.02658967 0.02655477 0.02652162 0.02646874 0.02612955 0.02578644
 0.0256625  0.0256564  0.02557233 0.02523879]","[b'Cat' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Cat' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Human eye'
 b'Footwear' b'Footwear' b'Cat' b'Footwear' b'Footwear' b'Plant'
 b'Footwear' b'Footwear' b'Footwear' b'Human eye' b'Cat' b'Footwear'
 b'Footwear' b'Footwear' b'Footwear' b'Cat' b'Footwear' b'Footwear'
 b'Human leg' b'Cat' b'Footwear' b'Clothing' b'Clothing' b'Cat'
 b'Footwear' b'Footwear' b'Cat' b'Cat' b'Footwear' b'Human leg'
 b'Clothing' b'Footwear' b'Footwear' b'Plant' b'Human eye' b'Footwear'
 b'Footwear' b'Clothing' b'Cat' b'Footwear' b'Cat' b'Plant' b'Footwear'
 b'Human leg' b'Footwear' b'Cat' b'Human leg' b'Footwear' b'Footwear'
 b'Footwear' b'Human leg' b'Footwear' b'Plant' b'Human eye' b'Footwear'
 b'Human face' b'Clothing' b'Footwear' b'Clothing' b'Clothing' b'Clothing'
 b'Cat' b'Human leg' b'Cat' b'Clothing' b'Cat' b'Footwear' b'Footwear'
 b'Cat' b'Human leg' b'Clothing' b'Plant' b'Clothing' b'Footwear'
 b'Human eye' b'Clothing']"
12.jpg,0.07117152214050293,"[0.88034487 0.21015331 0.17042895 0.13951343 0.13908617 0.11771533
 0.10495151 0.09932325 0.09797145 0.09687662 0.0960395  0.09499805
 0.09292367 0.09273334 0.09122081 0.09038342 0.08754994 0.08698895
 0.08512204 0.08112518 0.0802111  0.079639   0.07839839 0.07644777
 0.07629979 0.07593296 0.07575688 0.0757186  0.07437554 0.07420806
 0.07379722 0.07083797 0.07017382 0.06848302 0.06792902 0.06707755
 0.06631852 0.06609926 0.06475095 0.06409256 0.06407783 0.06345051
 0.06333812 0.06313371 0.06306281 0.06302789 0.06260654 0.062138
 0.06173508 0.06142393 0.06093793 0.06061938 0.0600437  0.06003252
 0.05969637 0.05930188 0.05814934 0.0577165  0.05712376 0.05616168
 0.05608965 0.05551858 0.05432512 0.05403745 0.05350486 0.05260562
 0.05241694 0.0521382  0.05205846 0.05201036 0.0519717  0.05178369
 0.05150102 0.05133779 0.05129796 0.0507932  0.05051565 0.05027942
 0.05011228 0.05005747 0.04979826 0.04948064 0.04935557 0.04918921
 0.04907623 0.04897412 0.04825786 0.04803604 0.04801938 0.04798166
 0.0475548  0.04746221 0.04742493 0.04704842 0.04682561 0.04661703
 0.04643062 0.04600121 0.04554771 0.04536239]","[b'Cat' b'Cat' b'Cat' b'Cat' b'Cat' b'Cat' b'Cat' b'Cat' b'Cat' b'Cat'
 b'Clothing' b'Cat' b'Cat' b'Cat' b'Cat' b'Footwear' b'Cat' b'Cat' b'Cat'
 b'Clothing' b'Cat' b'Cat' b'Cat' b'Cat' b'Clothing' b'Clothing' b'Cat'
 b'Cat' b'Footwear' b'Cat' b'Cat' b'Clothing' b'Clothing' b'Cat' b'Cat'
 b'Clothing' b'Cat' b'Cat' b'Clothing' b'Cat' b'Cat' b'Cat' b'Clothing'
 b'Footwear' b'Pillow' b'Cat' b'Cattle' b'Clothing' b'Cat' b'Cat'
 b'Footwear' b'Cat' b'Clothing' b'Clothing' b'Cat' b'Cat' b'Human face'
 b'Cat' b'Clothing' b'Clothing' b'Clothing' b'Cat' b'Clothing' b'Cat'
 b'Cat' b'Footwear' b'Bottle' b'Cat' b'Clothing' b'Cat' b'Clothing'
 b'Clothing' b'Cat' b'Clothing' b'Bottle' b'Clothing' b'Cat' b'Cat'
 b'Footwear' b'Chair' b'Dog' b'Cat' b'Cat' b'Bottle' b'Footwear'
 b'Clothing' b'Cattle' b'Cat' b'Cat' b'Dog' b'Cat' b'Footwear' b'Chair'
 b'Cat' b'Chair' b'Cat' b'Clothing' b'Cat' b'Clothing' b'Cat']"
120.jpg,0.07175779342651367,"[0.49162912 0.36046976 0.10292874 0.09479726 0.0865169  0.08350196
 0.07942547 0.07924995 0.07666533 0.0752967  0.0748134  0.07409926
 0.07201587 0.07151916 0.07135098 0.07120012 0.07045083 0.07041264
 0.06973669 0.06969184 0.06950206 0.06919762 0.06868746 0.06811997
 0.06797323 0.06733616 0.06716635 0.06441038 0.06429727 0.0626374
 0.06204212 0.06179957 0.06174665 0.06166979 0.06056223 0.05985618
 0.05885367 0.05861868 0.05861399 0.05786462 0.05685829 0.05597942
 0.05593382 0.05518815 0.05386149 0.05359439 0.05343914 0.05311824
 0.05280012 0.05278448 0.0524793  0.05148549 0.05092352 0.05054341
 0.05045321 0.04873996 0.04865388 0.04843918 0.04800999 0.04761562
 0.04745536 0.04721015 0.04687618 0.04644309 0.04619591 0.04602741
 0.04600998 0.04596132 0.04557487 0.04515035 0.04493435 0.04492039
 0.04449109 0.04403812 0.04403358 0.04381861 0.04380419 0.04371119
 0.04340158 0.04258734 0.04219997 0.04196361 0.04148959 0.04104707
 0.04074001 0.04011032 0.04009735 0.04000867 0.03982252 0.03966253
 0.03961992 0.0391878  0.03918193 0.03852006 0.03846344 0.0382679
 0.03825638 0.03823595 0.03823498 0.03795525]","[b'Dog' b'Cat' b'Window' b'Window' b'Window' b'Window' b'Window' b'Window'
 b'Window' b'Window' b'Window' b'Window' b'Cat' b'Window' b'Window'
 b'Window' b'Window' b'Window' b'Cat' b'Window' b'Window' b'Window'
 b'Window' b'Window' b'Window' b'Window' b'Window' b'Window' b'Window'
 b'Window' b'Window' b'Window' b'Window' b'Window' b'Window' b'Window'
 b'Window' b'Window' b'Cat' b'Clothing' b'Flower' b'Window' b'Chair'
 b'Window' b'Window' b'Window' b'Window' b'Dog' b'Window' b'Window'
 b'Flower' b'Dog' b'Clothing' b'Flower' b'Clothing' b'Window' b'Window'
 b'Flower' b'Cat' b'Fashion accessory' b'Window' b'Window' b'Window'
 b'Window' b'Window' b'Window' b'Chair' b'Cat' b'Clothing' b'Clothing'
 b'Window' b'Window' b'Window' b'Cat' b'Clothing' b'Dog' b'Chair'
 b'Window' b'Clothing' b'Clothing' b'Cat' b'Chair' b'Window' b'Chair'
 b'Window' b'Window' b'Window' b'Dog' b'Window' b'Window' b'Flower'
 b'Flower' b'Window' b'Clothing' b'Window' b'Window' b'Window' b'Clothing'
 b'Window' b'Window']"
121.jpg,0.07152771949768066,"[0.887115   0.34032854 0.33229968 0.27587667 0.1703769  0.1658651
 0.16484639 0.15888488 0.14953399 0.13913564 0.13807406 0.13100062
 0.12721382 0.11964846 0.11896599 0.11851308 0.11572684 0.11344021
 0.11313071 0.11199538 0.11001321 0.10932153 0.10535681 0.10290347
 0.10119805 0.09893953 0.09673937 0.09645558 0.09495005 0.09481027
 0.09422496 0.09311598 0.09170839 0.09137965 0.08841758 0.08710016
 0.08657917 0.0846355  0.08414055 0.08333708 0.08312037 0.08309925
 0.08094642 0.0806626  0.0804343  0.07987534 0.07959383 0.07959008
 0.07930421 0.07879776 0.07878883 0.07860903 0.07858481 0.07811937
 0.07705449 0.0766516  0.07574369 0.07567125 0.07416798 0.0739911
 0.07369082 0.07330798 0.0730079  0.07283029 0.07282237 0.07250898
 0.07186554 0.07165474 0.07105195 0.07096856 0.0709144  0.07089413
 0.07031755 0.06996775 0.06952669 0.06936179 0.0690214  0.06867377
 0.06837346 0.06788848 0.06733289 0.06711223 0.06690744 0.06658944
 0.06636696 0.06598776 0.06576082 0.06568287 0.06515986 0.06510177
 0.06480876 0.06446731 0.06398594 0.06383887 0.0637928  0.06299962
 0.06282102 0.06265257 0.06221703 0.06214482]","[b'Cat' b'Cat' b'Human face' b'Human face' b'Cat' b'Cat' b'Cat'
 b'Human face' b'Cat' b'Human face' b'Clothing' b'Cat' b'Cat' b'Cat'
 b'Cat' b'Cat' b'Cat' b'Human nose' b'Clothing' b'Cat' b'Cat' b'Cat'
 b'Cat' b'Footwear' b'Clothing' b'Cat' b'Cat' b'Human nose' b'Clothing'
 b'Cat' b'Cat' b'Human face' b'Footwear' b'Cat' b'Human nose' b'Footwear'
 b'Footwear' b'Human nose' b'Human nose' b'Footwear' b'Footwear'
 b'Human face' b'Tree' b'Clothing' b'Cat' b'Clothing' b'Clothing'
 b'Human face' b'Human nose' b'Cat' b'Human nose' b'Human nose' b'Cat'
 b'Tree' b'Footwear' b'Human face' b'Human face' b'Human nose'
 b'Human face' b'Human eye' b'Cat' b'Human face' b'Tree' b'Footwear'
 b'Cat' b'Cat' b'Human nose' b'Human face' b'Plant' b'Clothing'
 b'Clothing' b'Human face' b'Footwear' b'Human nose' b'Human face'
 b'Human nose' b'Footwear' b'Human nose' b'Clothing' b'Human eye'
 b'Clothing' b'Clothing' b'Human face' b'Footwear' b'Cat' b'Footwear'
 b'Footwear' b'Cat' b'Cat' b'Clothing' b'Cat' b'Footwear' b'Human face'
 b'Tree' b'Human eye' b'Human face' b'Cat' b'Footwear' b'Human face'
 b'Clothing']"
122.jpg,0.07043313980102539,"[0.92147416 0.12923963 0.11528208 0.10608982 0.102094   0.09145191
 0.08661962 0.08559814 0.0841647  0.08356702 0.07849708 0.07802226
 0.07733308 0.07626342 0.07503109 0.07162746 0.07148542 0.07130168
 0.07119877 0.07114094 0.06954372 0.06726819 0.06508121 0.06319932
 0.06241039 0.0606638  0.06055308 0.06019592 0.05972184 0.05899335
 0.05874857 0.05726635 0.05594762 0.05584661 0.05532269 0.05446458
 0.0541142  0.05310744 0.05249368 0.05219407 0.05209073 0.05127497
 0.05127086 0.05077776 0.050565   0.04995431 0.04989853 0.04909484
 0.04900447 0.04842045 0.04810918 0.04763739 0.0476277  0.04670978
 0.04655531 0.04641873 0.04640852 0.04550179 0.04545189 0.04544549
 0.04525869 0.04524588 0.04509176 0.04508191 0.04498998 0.04491542
 0.04395725 0.04371894 0.04361645 0.04355465 0.04343883 0.04340455
 0.04339032 0.04329395 0.04328609 0.04302206 0.04291664 0.04274397
 0.04228906 0.04222931 0.04203996 0.04057957 0.04054695 0.04050129
 0.04042612 0.04037374 0.04034202 0.03997402 0.03977228 0.03976856
 0.03930866 0.03911971 0.03905855 0.03835422 0.03832976 0.03818381
 0.0381715  0.0380557  0.03790316 0.03770522]","[b'Cat' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Human nose' b'Footwear' b'Footwear' b'Footwear'
 b'Footwear' b'Footwear' b'Cat' b'Cat' b'Cat' b'Footwear' b'Clothing'
 b'Human face' b'Footwear' b'Human arm' b'Human eye' b'Footwear' b'Cat'
 b'Wheel' b'Cat' b'Wheel' b'Footwear' b'Clothing' b'Wheel' b'Cat'
 b'Footwear' b'Footwear' b'Footwear' b'Wheel' b'Footwear' b'Clothing'
 b'Clothing' b'Fashion accessory' b'Human nose' b'Human face'
 b'Human nose' b'Clothing' b'Cat' b'Cat' b'Footwear' b'Human face'
 b'Pillow' b'Footwear' b'Footwear' b'Footwear' b'Footwear' b'Footwear'
 b'Clothing' b'Pillow' b'Human arm' b'Clothing' b'Cat' b'Footwear'
 b'Clothing' b'Clothing' b'Human hand' b'Wheel' b'Footwear' b'Human eye'
 b'Clothing' b'Footwear' b'Cat' b'Clothing' b'Footwear' b'Footwear'
 b'Footwear' b'Clothing' b'Human face' b'Clothing' b'Wheel' b'Flower'
 b'Clothing' b'Footwear' b'Footwear' b'Human eye' b'Cat' b'Footwear'
 b'Cat' b'Clothing' b'Cat' b'Clothing' b'Toy' b'Human face' b'Human face'
 b'Footwear' b'Human face' b'Footwear']"
123.jpg,0.06932973861694336,"[0.8991542  0.21116686 0.15905674 0.11044516 0.10666521 0.0990779
 0.09805431 0.08143967 0.07283553 0.07227602 0.07134821 0.07026353
 0.06885807 0.06861595 0.06739061 0.06595848 0.06589182 0.06545658
 0.06509686 0.06471951 0.06454665 0.06409505 0.06394137 0.0637176
 0.06332234 0.06278567 0.06274433 0.06263783 0.0622699  0.06212874
 0.06065604 0.05985349 0.0595593  0.05898661 0.05890687 0.05855221
 0.05842532 0.0578651  0.05757923 0.05717599 0.05716211 0.05676061
 0.0566599  0.05665421 0.05582108 0.05503234 0.0544403  0.05407657
 0.05403832 0.05362424 0.05328772 0.05243021 0.05240842 0.05232419
 0.05190481 0.05177913 0.05099957 0.05099931 0.0509137  0.05087569
 0.05050948 0.05040644 0.04968955 0.04956886 0.04926989 0.04885554
 0.0486518  0.04864145 0.0484287  0.04840788 0.04826801 0.04826356
 0.04825919 0.04814569 0.04812583 0.0476348  0.04744188 0.04742729
 0.04715077 0.04709273 0.04703855 0.046794   0.04664003 0.0460733
 0.0460711  0.04602623 0.04502192 0.0447051  0.04461049 0.04453432
 0.04423185 0.04394738 0.04365164 0.04356441 0.04343477 0.04327433
 0.04323272 0.04315303 0.04307205 0.04282014]","[b'Cat' b'Dog' b'Human face' b'Clothing' b'Clothing' b'Human nose' b'Cat'
 b'Human nose' b'Human eye' b'Human nose' b'Human nose' b'Clothing'
 b'Human arm' b'Human hand' b'Human nose' b'Human hand' b'Clothing'
 b'Chair' b'Human arm' b'Human hand' b'Cat' b'Clothing' b'Cat'
 b'Human arm' b'Human hand' b'Furniture' b'Clothing' b'Cat' b'Chair'
 b'Table' b'Human hand' b'Cat' b'Clothing' b'Human nose' b'Human leg'
 b'Clothing' b'Chair' b'Clothing' b'Chair' b'Chair' b'Furniture'
 b'Human arm' b'Chair' b'Chair' b'Human arm' b'Cat' b'Human nose'
 b'Human arm' b'Clothing' b'Clothing' b'Human leg' b'Cat' b'Cat'
 b'Clothing' b'Human arm' b'Chair' b'Human hand' b'Human arm' b'Human leg'
 b'Table' b'Table' b'Cat' b'Clothing' b'Human arm' b'Dog' b'Human arm'
 b'Chair' b'Chair' b'Cat' b'Human hand' b'Table' b'Chair' b'Cat' b'Chair'
 b'Human hand' b'Human arm' b'Chair' b'Clothing' b'Table' b'Human nose'
 b'Human arm' b'Human hand' b'Clothing' b'Cat' b'Human hand' b'Carnivore'
 b'Human eye' b'Human arm' b'Clothing' b'Cat' b'Clothing' b'Cat' b'Cat'
 b'Human mouth' b'Human arm' b'Cat' b'Clothing' b'Chair' b'Chair'
 b'Clothing']"
124.jpg,0.07036757469177246,"[0.74728817 0.22341047 0.08021187 0.07940975 0.0765307  0.0674855
 0.06669027 0.05915402 0.05850895 0.0582412  0.05381814 0.05243696
 0.05227736 0.0515496  0.05091584 0.05053972 0.050382   0.04969415
 0.04889466 0.04877915 0.04834044 0.04813483 0.0475551  0.04750424
 0.04732161 0.04705576 0.04689287 0.04636194 0.04610326 0.0455602
 0.04541826 0.04497969 0.04462139 0.04457512 0.04385895 0.04378217
 0.04321693 0.04299179 0.04229409 0.0420985  0.04182465 0.04153514
 0.04149983 0.04126505 0.041175   0.04074768 0.04068486 0.04066431
 0.03916931 0.03802818 0.03781852 0.03780337 0.03759263 0.03724282
 0.03714911 0.0369107  0.03672515 0.03663811 0.03646556 0.0362113
 0.03602814 0.03600491 0.0359298  0.03559019 0.03532413 0.03525408
 0.03508789 0.03506361 0.03500262 0.03479018 0.0345668  0.03434466
 0.03428379 0.0336793  0.033421   0.03336805 0.03323926 0.03316667
 0.03314221 0.03298589 0.03267152 0.03220658 0.03205558 0.03188705
 0.03166039 0.03165432 0.03160006 0.03129101 0.03109203 0.03099834
 0.03099713 0.03098514 0.03079626 0.03052728 0.03030872 0.0301469
 0.0301127  0.02985502 0.02973906 0.02973307]","[b'Cat' b'Human face' b'Cat' b'Pillow' b'Clothing' b'Cat' b'Cat' b'Chair'
 b'Human face' b'Cat' b'Curtain' b'Footwear' b'Clothing' b'Human face'
 b'Human face' b'Window' b'Human nose' b'Cat' b'Cat' b'Window' b'Cat'
 b'Cat' b'Clothing' b'Cat' b'Cat' b'Clothing' b'Window' b'Window' b'Cat'
 b'Cat' b'Cat' b'Window' b'Cat' b'Window' b'Chair' b'Cat' b'Clothing'
 b'Cat' b'Cat' b'Footwear' b'Window' b'Cat' b'Clothing' b'Table'
 b'Furniture' b'Window' b'Window' b'Cat' b'Window' b'Table' b'Cat'
 b'Human arm' b'Cat' b'Human ear' b'Wheel' b'Curtain' b'Chair' b'Box'
 b'Cat' b'Human face' b'Human nose' b'Cat' b'Man' b'Table' b'Table'
 b'Footwear' b'Wheel' b'Window' b'Human arm' b'Window' b'Window' b'Cat'
 b'Human arm' b'Cat' b'Pillow' b'Cat' b'Man' b'Window' b'Pillow' b'Cat'
 b'Chair' b'Cat' b'Window' b'Human nose' b'Window' b'Human arm' b'Cat'
 b'Chair' b'Table' b'Clothing' b'Human nose' b'Human ear' b'Footwear'
 b'Clothing' b'Human hair' b'Table' b'Table' b'Window' b'Chair'
 b'Human arm']"
